FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8035695.txt,https://fb-restriction-case-74c4e.firebaseapp.com/,49,fb-restriction-case-74c4e.firebaseapp.com,41,0,com,41.14754904,0.378378378,0.5229071,0.058012692,3,1,0,0,0,33,0.673,3,0.061,0,0,0,5,0.102,1,59,78,1,fb-restriction-case-74c4efirebaseapp,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0
164024.txt,https://www.careswitch.com,25,www.careswitch.com,18,0,com,100,1,0.5229071,0.063557425,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,278,4894,1,careswitch,100,100,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,17,1,5,20,0,24,1
177850.txt,https://www.mynspr.org,21,www.mynspr.org,14,0,org,100,1,0.0799628,0.055003799,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,5203,9116,1,mynspr,100,100,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,129,1,7,222,0,241,1
539122.txt,https://www.drdialer.com,23,www.drdialer.com,16,0,com,100,1,0.5229071,0.063692477,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,488,454,1,drdialer,100,100,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,10,3,6,0,17,10,1
8058654.txt,https://pub-dd1263fb29fc4e989c9e88c4337b727f.r2.dev/self.html,61,pub-dd1263fb29fc4e989c9e88c4337b727f.r2.dev,43,0,dev,13.19963609,0.205128205,0.0009613,0.025633381,3,1,0,0,0,27,0.443,21,0.344,0,0,0,5,0.082,1,160,65095,1,pub-dd1263fb29fc4e989c9e88c4337b727fr2selfhtml,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,2,7,0,0,3,0
447129.txt,https://www.usc-mainz.de,23,www.usc-mainz.de,16,0,de,100,0.666666667,0.0326503,0.05105083,2,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,386,7190,1,usc-mainz,100,100,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,4,4,159,1,15,1
8067030.txt,https://bafybeigs5p6x63nd5gqfyk2zdflwen6sj4f2mrlvrpryuxqldxeyfwd2bq.ipfs.dweb.link/?filename=nipgen1.html,105,bafybeigs5p6x63nd5gqfyk2zdflwen6sj4f2mrlvrpryuxqldxeyfwd2bq.ipfs.dweb.link,74,0,link,8.390576977,0.31884058,0.0003306,0.033979642,4,2,0,0,0,79,0.752,11,0.105,1,1,0,5,0.067,1,9,113,1,bafybeigs5p6x63nd5gqfyk2zdflwen6sj4f2mrlvrpryuxqldxeyfwd2bqipfsdweb?filename=nipgen1html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634977.txt,https://www.pizzabellaemory.com,30,www.pizzabellaemory.com,23,0,com,100,1,0.5229071,0.056690058,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,528,619,1,pizzabellaemory,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,24,6,6,26,0,45,1
mw40253.txt,http://www.wwwi.earthsolution.org,32,www.wwwi.earthsolution.org,26,0,org,56.20667927,0.777777778,0.0799628,0.057026108,3,2,0,0,0,19,0.594,0,0,0,0,0,2,0.062,0,17,418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
787301.txt,https://www.surpost.com,22,www.surpost.com,15,0,com,100,1,0.5229071,0.06253463,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,519,2061,1,surpost,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,8,9,22,31,0,11,1
420397.txt,https://www.jeffstyle.com,24,www.jeffstyle.com,17,0,com,100,1,0.5229071,0.050600212,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,403,194,1,jeffstyle,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,16,6,19,24,0,30,1
52875.txt,https://www.gadventures.com,26,www.gadventures.com,19,0,com,100,1,0.5229071,0.059026942,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1676,7155,1,gadventures,100,100,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,24,2,6,11,0,9,1
68517.txt,https://www.newstime-mo.com,26,www.newstime-mo.com,19,0,com,100,0.818181818,0.5229071,0.068543759,3,1,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,6267,28282,1,newstime-mo,100,100,0,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,50,8,58,420,8,58,1
mw50242.txt,http://www.revoadademalandro.top,31,www.revoadademalandro.top,25,0,top,57.47268604,1,0.0002752,0.066058774,3,1,0,0,0,19,0.613,0,0,0,0,0,1,0.032,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472510.txt,https://www.obstacleracingmedia.com,34,www.obstacleracingmedia.com,27,0,com,100,1,0.5229071,0.06617074,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,3516,9679,1,obstacleracingmedia,100,100,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,76,54,43,244,4,262,1
7968500.txt,https://www.amaeozn-co-jp.amazecn.kwinpe.top/ap/signin,53,www.amaeozn-co-jp.amazecn.kwinpe.top,36,0,top,24.35268681,0.285714286,0.0002752,0.057462602,3,3,0,0,0,34,0.642,0,0,0,0,0,7,0.132,1,13,73,1,amaeozn-co-jpamazecnkwinpeapsigni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw54725.txt,http://www.conradl.cf,20,www.conradl.cf,14,0,cf,75.48209366,1,0.0001858,0.065281708,2,1,0,0,0,8,0.4,0,0,0,0,0,1,0.05,0,20,208,1,onradl,85.71428571,85.71428571,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw76716.txt,http://www.jacobdrop.xyz,23,www.jacobdrop.xyz,17,0,xyz,62.8909552,1,0.0017496,0.047459029,3,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,67,34346,1,jacobdrop,100,100,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,0,2,0
mw73272.txt,http://www.hiphopeconomicdevelopment.com,39,www.hiphopeconomicdevelopment.com,33,0,com,72.16012683,1,0.5229071,0.063528327,3,1,0,0,0,27,0.692,0,0,0,0,0,1,0.026,0,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
724049.txt,https://www.lsgnt-cdt.ac.uk,26,www.lsgnt-cdt.ac.uk,19,0,uk,100,0.5,0.028555,0.053055599,2,2,0,0,0,11,0.423,0,0,0,0,0,3,0.115,1,281,1067,1,lsgnt-cdtac,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,38,0,11,1
8081423.txt,https://etcsda4.top/,20,etcsda4.top,11,0,top,57.85123967,1,0.0002752,0.056811126,3,0,0,0,0,9,0.45,1,0.05,0,0,0,2,0.1,1,25,565,1,etcsda4,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
143282.txt,https://www.quickride.in,23,www.quickride.in,16,0,in,100,1,0.0050842,0.049379332,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,855,532,1,quckrde,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,47,5,6,0,0,26,1
156489.txt,https://www.skinowl.com,22,www.skinowl.com,15,0,com,100,1,0.5229071,0.058199529,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,2135,2801,1,skinowl,100,100,1,0,1,0,0,1,0,26,0,1,1,1,1,1,1,0,1,62,11,33,72,0,23,1
414890.txt,https://www.1api.net,19,www.1api.net,12,0,net,100,1,0.0384199,0.053188367,3,1,0,0,0,5,0.263,1,0.053,0,0,0,1,0.053,1,114,599,1,1api,100,100,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,8,3,4,11,0,3,1
815361.txt,https://www.mountainouswords.com,31,www.mountainouswords.com,24,0,com,100,1,0.5229071,0.063176474,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,335,6062,1,mountainouswords,100,100,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,2,7,18,3,27,1
523219.txt,https://www.runwaylive.com,25,www.runwaylive.com,18,0,com,100,1,0.5229071,0.05327819,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2979,9458,1,runwaylive,100,100,0,1,1,0,0,1,0,3,0,1,1,0,1,0,0,1,1,68,32,44,223,14,244,1
594833.txt,https://www.moboevo.com,22,www.moboevo.com,15,0,com,100,1,0.5229071,0.074150206,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1754,3463,1,moboevo,100,100,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,42,5,12,274,33,240,1
507070.txt,https://www.bellevueheraldleader.com,35,www.bellevueheraldleader.com,28,0,com,100,1,0.5229071,0.060042534,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,5440,23505,1,bellevueheraldleader,100,100,0,1,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,66,6,56,279,6,33,1
mw51590.txt,http://www.is-a-student.com,26,www.is-a-student.com,20,0,com,62.86764706,0.666666667,0.5229071,0.062539925,3,1,0,0,0,12,0.462,0,0,0,0,0,3,0.115,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127648.txt,https://www.mobivity.com,23,www.mobivity.com,16,0,com,100,1,0.5229071,0.056821671,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1200,1465,1,mobivity,100,100,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,17,5,17,34,0,44,1
658865.txt,https://www.pureflawlessboutique.com,35,www.pureflawlessboutique.com,28,0,com,100,1,0.5229071,0.053439088,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,5378,32082,1,pureflawlessboutique,100,100,0,0,1,1,0,1,0,22,0,0,1,1,1,1,1,0,1,54,17,48,59,3,16,1
57850.txt,https://www.patrimonionacional.es,32,www.patrimonionacional.es,25,0,es,100,1,0.0064109,0.069649655,2,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1956,37881,1,patrimonionacional,100,100,1,0,1,0,0,1,0,5,0,1,1,1,0,0,0,0,0,12,79,44,192,1,19,1
794176.txt,https://www.hawsco.com,21,www.hawsco.com,14,0,com,100,1,0.5229071,0.065283915,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1790,9381,1,haws,66.66666667,66.66666667,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,64,17,26,174,2,192,1
8084321.txt,https://ount.thejewtangclan.com/jp.php,38,ount.thejewtangclan.com,23,0,com,40.37275986,0.789473684,0.5229071,0.051536146,3,1,0,0,0,26,0.684,0,0,0,0,0,4,0.105,1,35,126,1,ountthejewtangclanjpphp,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mw66050.txt,http://www.photo.fbcode.co,25,www.photo.fbcode.co,19,0,co,69.07169118,0.583333333,0.0059772,0.059491881,2,2,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,8,41,1,photofbode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7965521.txt,https://meta-business-page-109678154.firebaseapp.com/,52,meta-business-page-109678154.firebaseapp.com,44,0,com,42.51836547,0.525,0.5229071,0.046212881,3,1,0,0,0,30,0.577,9,0.173,0,0,0,5,0.096,1,108,8125,1,meta-business-page-109678154firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
90429.txt,https://www.catonetworks.com,27,www.catonetworks.com,20,0,com,100,1,0.5229071,0.066866526,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2758,10426,1,catonetworks,100,100,1,1,1,0,0,1,0,6,0,1,0,1,0,0,0,0,1,85,5,30,233,12,206,1
mw52918.txt,http://www.fif0.top,18,www.fif0.top,12,0,top,77.08333333,1,0.0002752,0.041971297,3,1,0,0,0,5,0.278,1,0.056,0,0,0,1,0.056,0,9,42,1,fif0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603187.txt,https://www.janeltracey.com,26,www.janeltracey.com,19,0,com,100,1,0.5229071,0.063616672,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,3121,3942,1,janeltracey,100,100,0,0,1,0,0,1,0,21,0,1,1,1,1,1,1,0,1,81,2,19,56,0,10,1
747942.txt,https://www.offroadxtreme.com,28,www.offroadxtreme.com,21,0,com,100,1,0.5229071,0.062993085,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,2962,3303,1,offroadxtreme,100,100,1,1,1,0,0,0,0,5,0,1,1,1,0,0,1,0,1,144,25,32,408,5,410,1
541892.txt,https://www.upstatefrc.org,25,www.upstatefrc.org,18,0,org,100,1,0.0799628,0.058982201,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,774,699,1,upstatefrc,100,100,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,20,10,17,48,12,33,1
25562.txt,https://www.lysator.liu.se,25,www.lysator.liu.se,18,0,se,100,0.727272727,0.0040185,0.0551598,2,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,444,322,1,lyatorliu,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,24,0,6,1
845253.txt,https://www.nzila.co.nz,22,www.nzila.co.nz,15,0,nz,100,0.75,0.0019933,0.060367674,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,603,512,1,zilaco,0,0,1,0,1,0,0,1,8,0,0,1,1,0,0,0,1,0,0,39,3,7,58,0,5,1
58420.txt,https://www.dsautomobiles.com,28,www.dsautomobiles.com,21,0,com,100,1,0.5229071,0.064667821,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1089,667,1,dsautomobiles,100,100,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,12,3,7,33,0,140,1
mw29905.txt,http://www.f0566296.xsph.ru,26,www.f0566296.xsph.ru,20,0,ru,61.94852941,0.923076923,0.0180132,0.014790969,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0566296xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732281.txt,https://www.onsenjapan.net,25,www.onsenjapan.net,18,0,net,100,1,0.0384199,0.063421624,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,492,1349,1,onsenjapan,100,100,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,10,9,36,0,5,1
8015960.txt,https://9d431dea-f450-4deb-a2ed-2632bb24b414.id.repl.co,54,9d431dea-f450-4deb-a2ed-2632bb24b414.id.repl.co,47,0,co,30.65556018,0.204545455,0.0059772,0.027410832,2,2,0,0,0,21,0.389,18,0.333,0,0,0,7,0.13,1,198,869,1,9d431dea-f450-4deb-a2ed-2632bb24b414idrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
60453.txt,https://www.theorganicprepper.com,32,www.theorganicprepper.com,25,0,com,100,1,0.5229071,0.06261836,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1868,27329,1,theorganicprepper,100,100,0,1,1,1,0,1,0,4,0,1,1,1,1,0,1,0,1,52,40,56,171,0,188,1
7978898.txt,https://objectstorage.ap-singapore-1.oraclecloud.com/n/axk8tbjrgpni/b/32747474832949933949320/o/login.microsoftonline.htm,120,objectstorage.ap-singapore-1.oraclecloud.com,44,0,com,17.9469741,0.375,0.5229071,0.045161719,3,2,0,0,0,74,0.617,25,0.208,0,0,0,13,0.108,1,416,97263,0,0,0,0.970873786,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2,3,1,0,5,3,0
537525.txt,https://www.themuralsource.com,29,www.themuralsource.com,22,0,com,100,1,0.5229071,0.064878943,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1130,5608,1,themuralsource,100,100,0,1,1,1,0,1,0,2,0,1,1,1,1,0,1,0,1,13,15,24,134,1,107,1
649390.txt,https://www.fattyfrogpots.com,28,www.fattyfrogpots.com,21,0,com,100,1,0.5229071,0.056045109,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,4185,2678,1,fattyfrogpots,100,100,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,41,2,22,54,0,12,1
8017315.txt,https://faturarennersolucoesweb.com/login/seguranca.php,54,faturarennersolucoesweb.com,27,0,com,28.09717821,1,0.5229071,0.061011716,3,0,0,0,0,42,0.778,0,0,0,0,0,4,0.074,1,90,394,1,faturarennersolucoeswebloginsegurancaph,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
881929.txt,https://www.fastmediamagazine.com,32,www.fastmediamagazine.com,25,0,com,100,1,0.5229071,0.061930532,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1308,6298,1,fastmediamagazine,100,100,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,35,20,20,1,0,234,1
mw2223.txt,http://www.intershare.zapto.net,30,www.intershare.zapto.net,24,0,net,60.61904762,0.6875,0.0384199,0.062124632,3,2,0,0,0,17,0.567,0,0,0,0,0,2,0.067,0,123,26912,1,intersharezapto,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,3,6,5,1,8,0
681489.txt,https://www.strega.it,20,www.strega.it,13,0,it,100,1,0.012178,0.062194925,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1009,9495,1,strega,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,28,9,33,51,4,74,1
739017.txt,https://www.applescrapple.com,28,www.applescrapple.com,21,0,com,100,1,0.5229071,0.059564991,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,450,640,1,applescrapple,100,100,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,9,5,7,31,4,20,1
mw72707.txt,http://www.chocolatejerky.com,28,www.chocolatejerky.com,22,0,com,78.81741391,1,0.5229071,0.062833204,3,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20828.txt,https://www.myposter.de,22,www.myposter.de,15,0,de,100,1,0.0326503,0.055011355,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1601,18723,1,myposter,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,1,1,55,3,21,234,1,50,1
232176.txt,https://www.seattlemonorail.com,30,www.seattlemonorail.com,23,0,com,100,1,0.5229071,0.071662197,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1240,9381,1,seattlemonorail,100,100,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,42,28,29,93,2,115,1
809666.txt,https://www.turbaliit.ee,23,www.turbaliit.ee,16,0,ee,100,1,0.0005336,0.056737155,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,238,1902,1,turbaliit,100,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,29,0,27,1
55301.txt,https://www.tunnel.de,20,www.tunnel.de,13,0,de,100,1,0.0326503,0.052090637,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,931,287,1,tunnel,100,100,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,132,3,8,13,0,9,1
590382.txt,https://www.lilyroseindulgence.com.au,36,www.lilyroseindulgence.com.au,29,0,au,100,0.863636364,0.0100856,0.061552991,2,2,0,0,0,22,0.611,0,0,0,0,0,2,0.056,1,1933,9991,1,lilyroseindulgencecom,0,0,0,1,0,1,1,1,0,20,0,1,1,1,1,1,1,0,1,307,3,17,25,0,10,1
806194.txt,https://www.reggaecollector.com,30,www.reggaecollector.com,23,0,com,100,1,0.5229071,0.070428968,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,5116,3510,1,reggaellector,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,88,6,6,366,0,311,1
113493.txt,https://www.lenguajelatino.org,29,www.lenguajelatino.org,22,0,org,100,1,0.0799628,0.062126434,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1332,4215,1,lenguajelatino,100,100,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,12,6,6,24,0,58,1
681651.txt,https://www.speeli.com,21,www.speeli.com,14,0,com,100,1,0.5229071,0.067628072,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,3788,9679,1,speeli,100,100,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,52,31,22,232,0,235,1
8005050.txt,https://ipfs.io/ipfs/bafybeiajcsloav35mvvsjudhsbnbc44xtbxo2umlmk6eeayo4cblsgc5oy/link.html,89,ipfs.io,7,0,io,9.924528572,1,0.0129268,0.04243519,2,0,0,0,0,68,0.764,8,0.09,0,0,0,5,0.056,1,9,98,1,ipfsipfsbafybeiajcsloav35mvvsjudhsbnbc44xtbxo2umlmk6eeayo4cblsgc5oylinkhtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52597.txt,https://www.dspguide.com,23,www.dspguide.com,16,0,com,100,1,0.5229071,0.052901722,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,150,383,1,dspguide,100,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,4,20,0,20,1
242691.txt,https://www.k-app.info,21,www.k-app.info,14,0,info,100,0.8,0.0075051,0.040431903,4,1,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,380,389,1,k-app,100,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,3,2,17,6,29,1
8002208.txt,https://fedmtathenticate.firebaseapp.com/,40,fedmtathenticate.firebaseapp.com,32,0,com,58.41027462,0.607142857,0.5229071,0.0607851,3,1,0,0,0,30,0.75,0,0,0,0,0,2,0.05,1,108,8125,1,fedmtathenticatefirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
248945.txt,https://www.exceptionalappstudios.com,36,www.exceptionalappstudios.com,29,0,com,100,1,0.5229071,0.060167125,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,443,548,1,exceptionalappstudios,100,100,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,10,8,11,0,4,22,1
mw50715.txt,http://www.segundojornal.us,26,www.segundojornal.us,20,0,us,58.40992647,1,0.0045585,0.055670096,2,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,9,79,1,segndojornal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7972220.txt,http://webb0x4e5ef3493bcfb5e7548913c3f2a40623be7d7f984819.live,61,webb0x4e5ef3493bcfb5e7548913c3f2a40623be7d7f984819.live,55,0,live,13.08146399,0.22,0.0003718,0.019669571,4,0,0,0,0,23,0.377,30,0.492,0,0,0,1,0.016,0,15,155,1,webb0x4e5ef3493bcfb5e7548913c3f2a40623be7d7f984819,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497375.txt,https://www.chloeweil.com,24,www.chloeweil.com,17,0,com,100,1,0.5229071,0.06484083,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,163,877,1,chloeweil,100,100,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,4,1
757673.txt,https://www.oregonbigfoot.com,28,www.oregonbigfoot.com,21,0,com,100,1,0.5229071,0.067090429,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,347,646,1,oregonbigfoot,100,100,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,11,2,5,31,3,35,1
172859.txt,https://www.tequilamatchmaker.com,32,www.tequilamatchmaker.com,25,0,com,100,1,0.5229071,0.060351075,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1341,372,1,tequilamatchmaker,100,100,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,40,2,4,2,0,34,1
427837.txt,https://www.oneway-solutions.com,31,www.oneway-solutions.com,24,0,com,100,0.625,0.5229071,0.064548751,3,1,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,2051,3370,1,oneway-solutions,100,100,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,58,28,56,31,3,96,1
116145.txt,https://www.elcomsoft.com,24,www.elcomsoft.com,17,0,com,100,1,0.5229071,0.070215518,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,610,985,1,elmsoft,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,26,7,13,81,3,47,1
636982.txt,https://www.torychristie.com,27,www.torychristie.com,20,0,com,100,1,0.5229071,0.063846523,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,278,2230,1,torychristie,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,0,5,1
mw65962.txt,http://www.nvdh.nowurl.fun,25,www.nvdh.nowurl.fun,19,0,fun,52.22222222,0.636363636,0.0001194,0.039731741,3,2,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,8,41,1,nvdhnowurl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79444.txt,https://www.afmworkshop.com,26,www.afmworkshop.com,19,0,com,100,1,0.5229071,0.056257571,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1470,1347,1,afmworkshop,100,100,1,0,1,0,0,1,0,4,0,1,0,1,0,0,0,0,1,65,13,7,321,2,26,1
90643.txt,https://www.banglanews24.com,27,www.banglanews24.com,20,0,com,100,1,0.5229071,0.050463776,3,1,0,0,0,12,0.444,2,0.074,0,0,0,1,0.037,1,2441,1917,1,banglanews24,100,100,1,1,1,1,1,1,0,2,0,1,1,1,0,0,0,0,1,152,7,20,371,3,377,1
